Date,Signal,Open,High,Low,Close,Adj Close
6/8/2016,12.68942773,117.660004,118.639999,117.650002,118.43,111.30555
6/9/2016,12.52384417,117.940002,117.940002,117.290001,117.669998,110.591263
6/10/2016,12.9202038,116.580002,116.879997,115.690002,116.07,109.087509
6/13/2016,13.17745842,115.650002,116.18,114.589996,114.809998,107.903297
6/14/2016,12.22061965,114.389999,115.110001,113.669998,114.480003,107.593163
6/15/2016,13.26373475,114.889999,115.559998,114.459999,114.559998,107.668365
6/16/2016,12.84906134,113.720001,114.589996,112.889999,114.550003,107.658974
6/17/2016,13.57450139,114.410004,114.919998,113.68,114.059998,107.198418
6/20/2016,13.17508764,115.800003,116.449997,115.300003,115.300003,108.363846
6/21/2016,12.80108243,115.339996,115.410004,114.330002,115.080002,108.157082
6/22/2016,12.62592404,115.300003,115.879997,114.489998,114.629997,107.734138
6/23/2016,12.82107929,115.82,116.910004,115.730003,116.82,109.792397
6/24/2016,12.09419525,111.940002,114.040001,111.5,112.379997,105.619492
6/27/2016,13.22692099,111.07,111.07,108.190002,108.690002,102.151489
6/28/2016,13.53436257,109.650002,110.879997,109.57,110.370003,103.730415
6/29/2016,13.20674467,111.699997,113.050003,111.529999,112.879997,106.089432
6/30/2016,12.6568804,113.120003,115.019997,112.57,114.980003,108.06308
7/1/2016,13.2012498,115.050003,115.949997,114.800003,115.389999,108.448418
7/5/2016,13.11160554,115.019997,115.260002,113.07,113.690002,106.850685
7/6/2016,12.72728,112.540001,114.010002,112.309998,113.889999,107.626534
7/7/2016,13.30478478,114.220001,114.989998,113.410004,114.129997,107.853348
7/8/2016,12.84686292,115.25,117.089996,115.150002,116.790001,110.36705
7/11/2016,13.67198551,117.559998,118.43,117.470001,118.139999,111.642807
7/12/2016,13.84552325,119,120.419998,118.830002,119.720001,113.135925
7/13/2016,20.3950827,120.330002,120.389999,118.949997,119.25,112.69178
7/14/2016,13.6639685,120.300003,120.360001,119.300003,119.370003,112.805161
7/15/2016,13.88947807,119.889999,120.040001,119.279999,119.699997,113.11702
7/18/2016,13.41697049,119.529999,120.349998,119.330002,119.900002,113.306015
7/19/2016,14.19956004,119.760002,119.970001,118.93,119.300003,112.739014
7/20/2016,13.08768929,119.550003,120.440002,118.940002,120.080002,113.476128
7/21/2016,14.24673432,120.010002,120.599998,119.25,119.510002,112.937462
7/22/2016,13.87471191,119.580002,120.650002,119.349998,120.400002,113.778526
7/25/2016,13.2911177,120.150002,120.459999,119.760002,120.220001,113.608414
7/26/2016,13.59210509,120.199997,120.970001,119.919998,120.800003,114.156525
7/27/2016,13.05370452,121,121.470001,120.349998,121.139999,114.477821
7/28/2016,13.27811239,120.879997,121.239998,120.529999,120.830002,114.18486
7/29/2016,13.11272755,120.709999,121.760002,120.050003,121.07,114.411659
8/1/2016,14.21842781,121.199997,121.699997,120.440002,121.169998,114.50618
8/2/2016,13.45281861,121.160004,121.209999,119.099998,119.480003,112.909119
8/3/2016,13.44621593,119.370003,120.5,119.099998,120.449997,113.82576
8/4/2016,13.46051637,120.449997,121.190002,120.260002,120.559998,113.92971
8/5/2016,13.50148795,121.339996,122.580002,120.970001,122.300003,115.574043
8/8/2016,13.5659458,122.349998,122.849998,122.029999,122.239998,115.517319
8/9/2016,13.7178461,122.269997,122.629997,122.139999,122.370003,115.640175
8/10/2016,13.57381617,122.379997,122.599998,121.150002,121.489998,114.808571
8/11/2016,13.74142172,122.029999,122.400002,121.57,122.07,115.356682
8/12/2016,13.97779372,121.830002,122.459999,121.629997,122.190002,115.470085
8/15/2016,13.38380064,122.459999,123.690002,122.43,123.400002,116.613541
8/16/2016,13.80204441,123.080002,123.120003,122.260002,122.400002,115.668533
8/17/2016,14.25267657,122.440002,122.5,121.330002,122.040001,115.328331
8/18/2016,14.07073704,122.080002,122.970001,122.040001,122.940002,116.178825
8/19/2016,14.37488876,122.769997,123.07,122.279999,122.940002,116.178825
8/22/2016,14.40291926,122.68,123.339996,122.330002,123.220001,116.443436
8/23/2016,14.09461719,123.610001,124.459999,123.610001,124.080002,117.256142
8/24/2016,14.16792052,123.940002,124.25,122.769997,123.07,116.301689
8/25/2016,13.49157658,122.620003,123.690002,122.610001,123.309998,116.528473
8/26/2016,14.11408918,123.449997,124.410004,122.300003,123.059998,116.292221
8/29/2016,14.12439748,123.269997,124.169998,123.239998,123.699997,116.897034
8/30/2016,13.83710976,123.830002,124.169998,123.379997,123.93,117.11438
8/31/2016,14.55709864,123.779999,123.889999,122.550003,123.230003,116.452881
9/1/2016,14.5059912,123.339996,123.629997,122.019997,123.32,116.537933
9/2/2016,14.19320796,124.010002,124.529999,123.629997,124.510002,117.662498
9/6/2016,13.61231451,124.919998,124.970001,123.970001,124.629997,117.775879
9/7/2016,13.941459,124.550003,125.440002,124.480003,125.410004,118.513
9/8/2016,14.22078728,125.309998,125.410004,124.769997,125.160004,118.276733
9/9/2016,12.99229568,124.18,124.209999,121.209999,121.25,114.581772
9/12/2016,14.11618771,120.690002,122.970001,120.580002,122.940002,116.178825
9/13/2016,13.81898712,122.059998,122.160004,119.879997,120.580002,113.948616
9/14/2016,14.46727564,120.769997,121.470001,120.290001,120.599998,113.967506
9/15/2016,14.4059478,120.68,122.190002,120.510002,122.040001,115.328331
9/16/2016,13.34996077,122.040001,122.040001,121.099998,121.860001,115.158226
9/19/2016,14.39698743,122.32,123.550003,121.989998,122.669998,115.923683
9/20/2016,13.87044948,123.199997,123.230003,122.150002,122.150002,115.432274
9/21/2016,14.43335811,122.580002,123.970001,122.099998,123.919998,117.104919
9/22/2016,14.06982516,124.730003,125.800003,124.660004,125.699997,118.787025
9/23/2016,14.46141263,125.559998,125.879997,124.809998,124.809998,117.945999
9/26/2016,13.55176734,123.800003,124.169998,123.099998,123.230003,116.774742
9/27/2016,13.55943168,123.169998,123.879997,122.809998,123.730003,117.248543
9/28/2016,14.08005984,123.949997,124.760002,123.07,124.68,118.148796
9/29/2016,14.29090686,124.620003,124.639999,122.699997,122.860001,116.424118
9/30/2016,13.53104824,123.419998,124.779999,122.860001,124.209999,117.7034
10/3/2016,14.64326223,123.830002,124.099998,123.129997,123.82,117.333832
10/4/2016,14.51010926,124.019997,124.309998,122.650002,123.209999,116.755775
10/5/2016,13.42791134,123.690002,124.68,123.650002,123.949997,117.457016
10/6/2016,14.01527579,123.75,124.019997,122.82,123.82,117.333832
10/7/2016,13.17188273,124.040001,124.32,122.230003,123.830002,117.395706
10/10/2016,13.06277516,122.830002,124.739998,122.830002,124.300003,117.788696
10/11/2016,13.69456968,124.050003,124.110001,121.339996,122.029999,115.637589
10/12/2016,13.67864964,122.089996,122.610001,121.529999,121.93,115.542831
10/13/2016,13.06925743,120.989998,121.410004,120.110001,120.919998,114.585747
10/14/2016,13.8151044,121.360001,121.839996,120.400002,120.43,114.121414
10/17/2016,14.04965267,120.580002,120.849998,120.160004,120.290001,113.988747
10/18/2016,14.31804167,121.519997,121.580002,120.660004,120.980003,114.642609
10/19/2016,14.40910224,121.169998,121.949997,120.5,121.489998,115.12587
10/20/2016,13.06385622,121.139999,122,120.410004,121.129997,114.784744
10/21/2016,12.93422066,120.260002,121.370003,120.099998,121.07,114.727898
10/24/2016,12.92081391,122.040001,122.610001,121.449997,121.839996,115.45755
10/25/2016,12.88478845,121.809998,121.989998,120.599998,120.93,114.59523
10/26/2016,12.80134534,120.110001,121,119.459999,119.730003,113.458076
10/27/2016,13.57642293,120.120003,120.139999,118.089996,118.360001,112.159843
10/28/2016,13.79782379,118.309998,119.029999,117.75,118.029999,111.847122
10/31/2016,12.42324633,118.18,118.639999,117.800003,118.5,112.292503
11/1/2016,12.50318609,118.660004,118.699997,116.279999,117.050003,110.918488
11/2/2016,13.34823126,116.870003,117,115.389999,115.559998,109.506538
11/3/2016,13.11276392,115.910004,116.239998,114.879997,115,108.975845
11/4/2016,13.51647043,115.300003,116.900002,115.050003,115.739998,109.677071
11/7/2016,14.29895639,118,118.82,117.709999,118.57,112.358849
11/8/2016,14.33778109,118.300003,119.459999,117.709999,118.879997,112.652611
11/9/2016,14.24556721,118.080002,122.830002,118.050003,122.540001,116.12088
11/10/2016,15.46822267,124.260002,125.400002,122.620003,124.5,117.978188
11/11/2016,14.87780674,125.029999,127.720001,124.550003,127.360001,120.688393
11/14/2016,15.11326326,128.949997,130.259995,128.389999,129.149994,122.384598
11/15/2016,14.29957348,128.850006,129.889999,128.300003,129.550003,122.763672
11/16/2016,15.11440162,129.25,130,129.029999,129.539993,122.754181
11/17/2016,14.648177,129.949997,130.830002,129.75,130.300003,123.474373
11/18/2016,15.95537294,130.690002,131.089996,130.300003,130.990005,124.128242
11/21/2016,14.94071697,131.309998,132,130.610001,131.600006,124.706284
11/22/2016,15.49919873,132.119995,132.899994,131.669998,132.800003,125.843445
11/23/2016,14.43821138,132.479996,133.649994,132.100006,133.630005,126.629944
11/25/2016,14.66657244,133.729996,134.100006,133.539993,134.070007,127.046913
11/28/2016,15.0420451,133.970001,134,132.149994,132.330002,125.398048
11/29/2016,15.33170714,132.509995,133.089996,132.100006,132.259995,125.331696
11/30/2016,20.73864986,132.919998,133.089996,131.5,131.610001,124.715752
12/1/2016,15.30475896,132.25,132.550003,130.289993,130.970001,124.109283
12/2/2016,14.99011259,130.940002,131.470001,130.520004,130.899994,124.042938
12/5/2016,16.01101107,131.970001,133.330002,131.889999,133.149994,166.175079
12/6/2016,15.88505061,133.520004,134.910004,132.740005,134.589996,127.539658
12/7/2016,15.40613535,134.589996,136.179993,134.179993,135.899994,128.781036
12/8/2016,15.8741478,136.25,138.210007,135.800003,138.039993,130.808914
12/9/2016,15.67580815,138.399994,138.820007,137.75,138.309998,131.064774
12/12/2016,16.10261827,137.949997,138.570007,136.509995,136.850006,129.681274
12/13/2016,14.68211837,137.529999,138.050003,136.240005,136.860001,129.69075
12/14/2016,14.93382125,136.419998,137.350006,134.809998,135.149994,128.070328
12/15/2016,14.90357443,135.369995,137.139999,134.960007,136.160004,129.02739
12/16/2016,15.741488,136.350006,137.529999,135.630005,135.910004,128.790512
12/19/2016,15.14221845,136.039993,137.190002,135.910004,136.800003,129.633865
12/20/2016,15.84411745,137.279999,138.210007,136.990005,137.960007,130.733109
12/21/2016,15.91516759,137.850006,138.149994,137.009995,137.059998,129.880264
12/22/2016,16.21540746,136.559998,136.75,134.809998,135.320007,128.760361
12/23/2016,14.68409798,135.460007,136.119995,135.270004,136.039993,129.445404
12/27/2016,15.70552466,136.229996,137.300003,136.210007,136.649994,130.025879
12/28/2016,15.16459138,136.889999,136.979996,134.830002,135.25,128.69371
12/29/2016,15.73213068,135.289993,136.259995,134.690002,135.369995,128.807877
12/30/2016,15.70608014,135.600006,135.630005,134.399994,134.850006,128.31311
1/3/2017,14.71881143,136.490005,136.830002,134.5,135.520004,128.950607
1/4/2017,15.54578454,136.050003,137.960007,136.009995,137.779999,131.101089
1/5/2017,16.3161175,137.490005,137.759995,135.509995,136.190002,129.58812
1/6/2017,15.8778963,136.410004,136.710007,135.679993,135.690002,129.112381
1/9/2017,15.91006936,135.539993,135.720001,134.5,134.800003,128.265549
1/10/2017,15.40298489,135,136.380005,134.759995,136.089996,129.492996
1/11/2017,15.3473328,136.229996,136.789993,135.419998,136.330002,129.721375
1/12/2017,15.70552466,136.160004,136.220001,133.589996,135.279999,128.722244
1/13/2017,15.11925592,135.649994,136.970001,135.649994,136.259995,129.654755
1/17/2017,14.73672833,135.600006,135.690002,134.130005,134.410004,127.89444
1/18/2017,14.67534194,134.759995,134.940002,133.949997,134.850006,128.31311
1/19/2017,15.9865141,135.139999,135.440002,133.169998,133.75,127.266464
1/20/2017,16.45040011,133.75,134.880005,133.75,134.440002,127.922989
1/23/2017,16.0723679,134.029999,134.679993,133.119995,133.880005,127.390121
1/24/2017,14.77304568,134.339996,136.279999,134.220001,135.929993,129.340729
1/25/2017,15.33362916,137.059998,137.550003,136.949997,137.210007,130.558731
1/26/2017,16.05860418,137.339996,137.5,136.419998,136.660004,130.035339
1/27/2017,14.81455377,136.770004,137.039993,135.649994,136.190002,129.58812
1/30/2017,15.7008649,135.229996,135.240005,133.240005,134.289993,127.780243
1/31/2017,15.62822208,133.869995,135.559998,133.479996,135.229996,128.674713
2/1/2017,16.13103985,136.220001,136.869995,134.699997,135.149994,128.598557
2/2/2017,14.97883785,135.300003,135.669998,134.490005,134.809998,128.27504
2/3/2017,14.64396587,135.990005,136.979996,135.509995,136.869995,130.235184
2/6/2017,16.41322847,136.399994,136.779999,135.429993,135.839996,129.255127
2/7/2017,15.75039912,135.820007,136.470001,134.770004,135.240005,128.684174
2/8/2017,16.2652478,135.240005,135.240005,133.889999,135,128.455841
2/9/2017,15.68558622,135,137.25,135,136.899994,130.263718
2/10/2017,16.73574008,137.789993,138.369995,137.199997,137.940002,131.253326
2/13/2017,15.41743899,138.770004,139.210007,138.089996,138.300003,131.595856
2/14/2017,16.36051077,137.940002,138.949997,137.610001,138.759995,132.033554
2/15/2017,15.84836704,138.190002,139.770004,138.070007,139.589996,132.823334
2/16/2017,15.1407781,139.460007,139.839996,138.210007,139.199997,132.452225
2/17/2017,16.63503194,138.449997,139.160004,138.25,139.110001,132.366592
2/21/2017,16.30641513,139.380005,140.320007,139.380005,140.199997,133.403763
2/22/2017,15.18632863,140,140.020004,139.25,139.580002,132.813843
2/23/2017,15.89636863,139.960007,140.009995,137.690002,138.75,132.024063
2/24/2017,16.02672,137.460007,138.649994,137.300003,138.649994,131.928925
2/27/2017,15.05074318,138.339996,140,138.210007,140,133.213409
2/28/2017,15.67315629,139.380005,139.479996,137.759995,137.839996,131.158157
3/1/2017,15.72299748,139.649994,140.860001,139.520004,140.360001,133.556
3/2/2017,15.46402897,140.330002,140.360001,138.639999,138.75,132.024063
3/3/2017,16.13816194,138.800003,139.419998,137.880005,138.649994,131.928925
3/6/2017,15.45580632,137.779999,137.970001,136.990005,137.699997,131.024979
3/7/2017,15.2138325,137.399994,137.740005,136.610001,136.800003,130.168594
3/8/2017,15.56085024,137.279999,137.619995,135.779999,135.899994,129.312195
3/9/2017,14.71230568,135.830002,136.490005,134.889999,135.360001,128.798386
3/10/2017,15.25462891,136.289993,136.309998,134.839996,135.960007,129.369324
3/13/2017,14.95962287,135.649994,136.789993,135.649994,136.279999,129.673752
3/14/2017,16.44216962,135.75,135.830002,134.559998,135.630005,129.055313
3/15/2017,15.11161171,136.289993,138.020004,135.970001,137.729996,131.053513
3/16/2017,15.9089741,138.220001,138.509995,137.559998,137.910004,131.224762
3/17/2017,14.84149994,138.139999,138.729996,137.309998,138.460007,131.748154
3/20/2017,15.69737038,138.279999,138.520004,137.369995,137.860001,131.177185
3/21/2017,14.6306517,138.509995,138.600006,133.919998,133.970001,127.475754
3/22/2017,19.02931644,133.710007,134.309998,132.779999,134,127.504295
3/23/2017,15.70504813,134,135.699997,133.639999,134.779999,128.24649
3/24/2017,15.13193959,134.949997,135.470001,133.860001,134.490005,128.33905
3/27/2017,16.03224099,132.759995,135.070007,132.399994,134.740005,158.577637
3/28/2017,16.21536915,134.279999,135.899994,134.139999,135.789993,129.579605
3/29/2017,15.26549606,135.699997,136.490005,135.300003,136.229996,129.999481
3/30/2017,16.02547666,136.320007,137.380005,136.259995,137.259995,130.982361
3/31/2017,15.69001365,137.419998,138.169998,136.940002,137.479996,131.192307
4/3/2017,15.05974377,137.970001,138.100006,135.600006,136.029999,129.80864
4/4/2017,15.67382155,135.929993,136.550003,135.350006,135.869995,129.65596
4/5/2017,15.24192973,136.830002,137.429993,134.080002,134.330002,128.186386
4/6/2017,15.99019402,134.539993,135.630005,133.830002,135.580002,129.379242
4/7/2017,14.84512381,135.210007,136.029999,134.75,135.520004,129.32196
4/10/2017,15.61876559,135.470001,136.850006,135.160004,135.820007,129.608246
4/11/2017,16.26690845,135.270004,136.919998,135.080002,136.899994,130.63884
4/12/2017,15.03086051,136.639999,136.699997,134.919998,135.039993,128.863922
4/13/2017,16.1715347,134.880005,135.369995,133.660004,133.720001,127.604294
4/17/2017,14.96027518,134.070007,135.320007,133.679993,135.289993,129.102448
4/18/2017,16.49777119,134.720001,135.460007,134.160004,135.320007,129.131104
4/19/2017,16.70337106,135.690002,136.960007,135.539993,135.789993,129.579605
4/20/2017,16.06256652,136.339996,137.669998,136.149994,137.520004,131.230484
4/21/2017,16.46791926,137.240005,137.550003,136.710007,137.210007,130.934692
4/24/2017,16.4632426,139.080002,139.339996,138.490005,138.919998,132.566437
4/25/2017,16.7202034,140.240005,140.880005,140.089996,140.270004,133.854721
4/26/2017,16.17576893,140.169998,141.820007,140.130005,140.990005,134.541824
4/27/2017,16.25299832,141.339996,141.800003,140.479996,140.949997,134.503616
4/28/2017,15.9941946,141.029999,141.169998,139.039993,139.059998,132.700027
5/1/2017,15.81407232,139.639999,140.289993,138.779999,139.860001,133.46344
5/2/2017,15.43850914,139.979996,140.339996,138.690002,139.149994,132.785934
5/3/2017,15.05709583,138.490005,138.759995,137.690002,138.289993,131.965302
5/4/2017,16.0011333,138.529999,138.729996,137.110001,138.100006,131.783936
5/5/2017,15.7817686,138.690002,138.990005,137.529999,138.990005,132.63324
5/8/2017,15.35520363,138.660004,138.979996,137.759995,138.410004,132.079788
5/9/2017,16.37637419,138.589996,138.830002,137.779999,138.350006,132.022552
5/10/2017,15.07559199,138.039993,139.479996,137.860001,139.210007,132.84317
5/11/2017,16.19226161,138.669998,138.830002,136.979996,138.240005,131.917557
5/12/2017,16.06435522,137.710007,137.889999,137.160004,137.509995,131.220947
